objectId,redDecimal,blueHex,greenFraction,hexCode,ACL,redHex,name,updatedAt,greenDecimal,redFraction,blueDecimal,greenHex,createdAt,blueFraction
uRu1VVgrkJ,244,16,0.79,#F4CA16,null,F4,Jonquil,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),202,0.96,22,CA,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.09
k1nTEGHIFt,232,8C,0.96,#E8F48C,null,E8,Key lime,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),244,0.91,140,F4,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.55
MABgbZ8xsR,240,8C,0.9,#F0E68C,null,F0,Khaki (X11) (Light khaki),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),230,0.94,140,E6,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.55
zLiABGObkS,136,17,0.18,#882D17,null,88,Kobe,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),45,0.53,23,2D,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.09
c6FHgyC7v4,195,91,0.69,#C3B091,null,C3,Khaki (web),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),176,0.76,145,B0,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.57
BD0rILuUOn,231,C4,0.62,#E79FC4,null,E7,Kobi,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),159,0.91,196,9F,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.77
8zL2roGh4s,38,9C,0.38,#26619C,null,26,Lapis lazuli,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),97,0.15,156,61,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.61
EUcKIYMLMK,169,9D,0.73,#A9BA9D,null,A9,Laurel green,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),186,0.66,157,BA,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.62
1HX8Xb9F58,255,F5,0.94,#FFF0F5,null,FF,Lavender blush,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),240,1,245,F0,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.96
VxObcg4FTi,81,88,0.15,#512888,null,51,KSU purple,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),40,0.31,136,28,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.51
GWc62hGmMW,107,23,0.27,#6B4423,null,6B,Kobicha,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),68,0.42,35,44,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.14
aQMuFqMizB,214,DD,0.79,#D6CADD,null,D6,Languid lavender,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),202,0.84,221,CA,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.87
ILGnpcTUOm,204,1D,0.63,#CCA01D,null,CC,Lemon curry,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),160,0.8,29,A0,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.11
qTBeuRGyZ9,53,30,0.26,#354230,null,35,Kombu green,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),66,0.21,48,42,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.19
A8xLxeNBCt,207,20,0.06,#CF1020,null,CF,Lava,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),16,0.81,32,10,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.13
YFNhjUTxmj,230,FA,0.9,#E6E6FA,null,E6,Lavender (web),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),230,0.9,250,E6,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.98
vfbO134QGS,255,66,1,#FFFF66,null,FF,Laser lemon,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),255,1,102,FF,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.4
aLjiPhxt0h,181,DC,0.49,#B57EDC,null,B5,Lavender (floral),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),126,0.71,220,7E,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.86
1mzN7zNx0u,255,00,0.97,#FFF700,null,FF,Lemon,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),247,1,0,F7,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0
pM6gsRR8QD,204,FF,0.8,#CCCCFF,null,CC,Lavender blue,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),204,0.8,255,CC,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),1
LqQqvne0BU,196,D0,0.76,#C4C3D0,null,C4,Lavender gray,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),195,0.77,208,C3,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.82
N6N7VNQmHo,124,00,0.99,#7CFC00,null,7C,Lawn green,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),252,0.49,0,FC,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0
mQsH2dxmEn,255,CD,0.98,#FFFACD,null,FF,Lemon chiffon,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),250,1,205,FA,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.8
CV1AGuxWSk,255,4F,0.96,#FFF44F,null,FF,Lemon yellow,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),244,1,79,F4,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.31
Fs7dYgTzrz,253,00,1,#FDFF00,null,FD,Lemon glacier,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),255,0.99,0,FF,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0
rO6j0x7ysR,246,BE,0.92,#F6EABE,null,F6,Lemon meringue,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),234,0.96,190,EA,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.75
DDf0WKuXLj,147,EA,0.8,#93CCEA,null,93,Light cornflower blue,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),204,0.58,234,CC,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.92
vhgSc2SsSX,211,D3,0.83,#D3D3D3,null,D3,Light gray,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),211,0.83,211,D3,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.83
GzcKzjbiHQ,255,7A,0.63,#FFA07A,null,FF,Light salmon,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),160,1,122,A0,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.48
zvWH8t4DQU,255,9F,1,#FFFF9F,null,FF,Lemon yellow (Crayola),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),255,1,159,FF,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.62
v4w26wsd9C,84,A7,0.35,#545AA7,null,54,Liberty,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),90,0.33,167,5A,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.65
vIvTPI6Tma,240,80,0.5,#F08080,null,F0,Light coral,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),128,0.94,128,80,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.5
zlgy5ZFeXV,173,E6,0.85,#ADD8E6,null,AD,Light blue,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),216,0.68,230,D8,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.9
dmkXVAht4c,255,E0,1,#FFFFE0,null,FF,Light yellow,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),255,1,224,FF,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.88
Z88JUvL9wy,200,7F,0.68,#C8AD7F,null,C8,Light French beige,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),173,0.78,127,AD,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.5
l1VGkOMnRo,250,D2,0.98,#FAFAD2,null,FA,Light goldenrod yellow,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),250,0.98,210,FA,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.82
xkLWzbdjz1,224,FF,1,#E0FFFF,null,E0,Light cyan,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),255,0.88,255,FF,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),1
dY5fzpPQgC,144,90,0.93,#90EE90,null,90,Light green,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),238,0.56,144,EE,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.56
OVmLpktA7r,32,AA,0.7,#20B2AA,null,20,Light sea green,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),178,0.13,170,B2,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.67
TOTAgfRGGu,254,B1,0.85,#FED8B1,null,FE,Light orange,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),216,1,177,D8,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.69
5WKDRGVMzd,255,C1,0.71,#FFB6C1,null,FF,Light pink,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),182,1,193,B6,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.76
5z6LcIVxFx,197,E1,0.8,#C5CBE1,null,C5,Light periwinkle,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),203,0.77,225,CB,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.88
dLmuxBEVu8,176,DE,0.77,#B0C4DE,null,B0,Light steel blue,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),196,0.69,222,C4,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.87
fTBpHfB9cA,135,FA,0.81,#87CEFA,null,87,Light sky blue,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),206,0.53,250,CE,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.98
NKalsKGQME,119,99,0.53,#778899,null,77,Light slate gray,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),136,0.47,153,88,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.6
L3Cvdnh64O,200,C8,0.64,#C8A2C8,null,C8,Lilac,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),162,0.78,200,A2,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.78
68gErp0wJt,174,AA,0.6,#AE98AA,null,AE,Lilac Luster,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),152,0.68,170,98,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.67
OKZyTZQ56J,108,DC,0.63,#6CA0DC,null,6C,Little boy blue,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),160,0.42,220,A0,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.86
OPtIrplKpY,250,E6,0.94,#FAF0E6,null,FA,Linen,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),240,0.98,230,F0,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.9
V1wIeTtK7J,191,00,1,#BFFF00,null,BF,Lime (color wheel),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),255,0.75,0,FF,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0
IP4ZCXPaUh,25,05,0.35,#195905,null,19,Lincoln green,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),89,0.1,5,59,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.02
gnlzIV0sK5,103,47,0.3,#674C47,null,67,Liver,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),76,0.4,71,4C,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.28
1VwFE7A7aP,222,A1,0.44,#DE6FA1,null,DE,Liseran purple,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),111,0.87,161,6F,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.63
Pb3TpqlsiP,193,6B,0.6,#C19A6B,null,C1,Lion,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),154,0.76,107,9A,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.42
tJ28zxHxB7,50,32,0.8,#32CD32,null,32,Lime green,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),205,0.2,50,CD,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.2
kcPvz6VZBj,0,00,1,#00FF00,null,00,Lime (web) (X11 green),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),255,0,0,FF,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0
3hpMaUNHdc,184,29,0.43,#B86D29,null,B8,Liver (dogs),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),109,0.72,41,6D,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.16
SgpyikWaun,152,56,0.45,#987456,null,98,Liver chestnut,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),116,0.6,86,74,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.34
Hm4iaUMDwC,108,1F,0.18,#6C2E1F,null,6C,Liver (organ),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),46,0.42,31,2E,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.12
JQx6QrGPTo,102,CC,0.6,#6699CC,null,66,Livid,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),153,0.4,204,99,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.8
Smhz7yGhWS,255,88,0.74,#FFBD88,null,FF,Macaroni and Cheese,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),189,1,136,BD,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.53
JjhhKTxGTi,204,36,0.2,#CC3336,null,CC,Madder Lake,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),51,0.8,54,33,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.21
NEF0qdIz7Z,208,7E,0.25,#D0417E,null,D0,Magenta (Pantone),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),65,0.82,126,41,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.49
jcEvaAsHXp,202,7B,0.12,#CA1F7B,null,CA,Magenta (dye),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),31,0.79,123,1F,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.48
FH2M2hh0eS,255,FF,0,#FF00FF,null,FF,Magenta,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0,1,255,00,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),1
4jSucdKbyd,246,A6,0.33,#F653A6,null,F6,Magenta (Crayola),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),83,0.96,166,53,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.65
sH3yZbE9TP,255,90,0,#FF0090,null,FF,Magenta (process),Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0,1,144,00,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.56
1mQt9i1xyq,192,00,0.25,#C04000,null,C0,Mahogany,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),64,0.75,0,40,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0
hsgXPzoBDa,159,76,0.27,#9F4576,null,9F,Magenta haze,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),69,0.62,118,45,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.46
AtgcegUmEF,170,D1,0.94,#AAF0D1,null,AA,Magic mint,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),240,0.67,209,F0,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.82
AR6K62CQCS,248,FF,0.96,#F8F4FF,null,F8,Magnolia,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),244,0.97,255,F4,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),1
zw6wN35I3c,11,51,0.85,#0BDA51,null,0B,Malachite,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),218,0.04,81,DA,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.32
pCGYtyitQu,242,49,0.78,#F2C649,null,F2,Maize (Crayola),Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),198,0.95,73,C6,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.29
c2QIwiw9dm,96,DC,0.31,#6050DC,null,60,Majorelle blue,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),80,0.38,220,50,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.86
P5u1ioOHnX,151,AA,0.6,#979AAA,null,97,Manatee,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),154,0.59,170,9A,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.67
7obieLL7pS,251,5D,0.93,#FBEC5D,null,FB,Maize,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),236,0.98,93,EC,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.36
pArjZ4a2wH,176,60,0.19,#B03060,null,B0,Maroon (X11),Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),48,0.69,96,30,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.38
sc2934whVq,136,85,0,#880085,null,88,Mardi Gras,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0,0.53,133,00,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.52
0rm1I5b6vC,116,65,0.76,#74C365,null,74,Mantis,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),195,0.45,101,C3,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.4
Mk2bz7zIPs,253,02,0.75,#FDBE02,null,FD,Mango,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),190,0.99,2,BE,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.01
uhdQLSe7CZ,243,48,0.48,#F37A48,null,F3,Mandarin,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),122,0.95,72,7A,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.28
6eg09F4MzT,255,43,0.51,#FF8243,null,FF,Mango Tango,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),130,1,67,82,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.26
6e7qBVps8P,195,48,0.13,#C32148,null,C3,Maroon (Crayola),Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),33,0.76,72,21,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.28
8yoHdFRjfE,224,FF,0.69,#E0B0FF,null,E0,Mauve,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),176,0.88,255,B0,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),1
dqMnA7HYWI,234,21,0.64,#EAA221,null,EA,Marigold,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),162,0.92,33,A2,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.13
ASyyPXFfxl,128,00,0,#800000,null,80,Maroon (web),Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0,0.5,0,00,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0
pNaIPrQq1U,172,E6,0.67,#ACACE6,null,AC,Maximum blue purple,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),172,0.67,230,AC,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.9
YUihRHdo14,102,AA,0.87,#66DDAA,null,66,Medium aquamarine,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),221,0.4,170,DD,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.67
JTSoPaof7p,166,79,0.23,#A63A79,null,A6,Maximum red purple,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),58,0.65,121,3A,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.47
HFnTZXoSp3,71,CC,0.67,#47ABCC,null,47,Maximum blue,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),171,0.28,204,AB,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.8
2AaC8hVGtj,48,BF,0.75,#30BFBF,null,30,Maximum blue green,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),191,0.19,191,BF,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.75
fkBS1SJVnH,186,D3,0.33,#BA55D3,null,BA,Medium orchid,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),85,0.73,211,55,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.83
mEGDIpXKEL,145,6D,0.37,#915F6D,null,91,Mauve taupe,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),95,0.57,109,5F,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.43
oBFwgjL65G,239,AA,0.6,#EF98AA,null,EF,Mauvelous,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),152,0.94,170,98,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.67
k4jtXgVVrJ,217,21,0.13,#D92121,null,D9,Maximum red,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),33,0.85,33,21,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.13
gxgAwcVhqD,94,31,0.55,#5E8C31,null,5E,Maximum green,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),140,0.37,49,8C,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.19
zGMq3sboPg,115,80,0.2,#733380,null,73,Maximum purple,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),51,0.45,128,33,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.5
v9cCMPPCY9,217,50,0.9,#D9E650,null,D9,Maximum green yellow,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),230,0.85,80,E6,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.31
VCzWQviYWV,250,37,0.98,#FAFA37,null,FA,Maximum yellow,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),250,0.98,55,FA,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.22
9Oft58u3Rv,115,FB,0.76,#73C2FB,null,73,Maya blue,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),194,0.45,251,C2,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.98
s0G7YdRcsD,76,41,0.57,#4C9141,null,4C,May green,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),145,0.3,65,91,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.25
dSOIViyaPJ,242,49,0.73,#F2BA49,null,F2,Maximum yellow red,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),186,0.95,73,BA,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.29
EJYgXX4LCj,226,2C,0.02,#E2062C,null,E2,Medium candy apple red,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),6,0.89,44,06,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.17
yzyOXn4PZu,175,35,0.25,#AF4035,null,AF,Medium carmine,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),64,0.69,53,40,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.21
YDivlgwf3s,0,CD,0,#0000CD,null,00,Medium blue,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0,0,205,00,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.8
Q9fKkmuLJo,243,AB,0.9,#F3E5AB,null,F3,Medium champagne,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),229,0.95,171,E5,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.67
Z47HRldB0Y,123,EE,0.41,#7B68EE,null,7B,Medium slate blue,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),104,0.48,238,68,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.93
SgmgwqY1hz,60,71,0.7,#3CB371,null,3C,Medium sea green,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),179,0.24,113,B3,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.44
Ru8EkfzVnZ,147,DB,0.44,#9370DB,null,93,Medium purple,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),112,0.58,219,70,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.86
Nlk3CDylzI,0,9A,0.98,#00FA9A,null,00,Medium spring green,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),250,0,154,FA,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.6
0UisxvAwE4,72,CC,0.82,#48D1CC,null,48,Medium turquoise,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),209,0.28,204,D1,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.8
PO0IoR0kGX,248,78,0.72,#F8B878,null,F8,Mellow apricot,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),184,0.97,120,B8,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.47
ucfmTROINP,248,7E,0.87,#F8DE7E,null,F8,Mellow yellow,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),222,0.97,126,DE,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.49
cUgMmuFYZ5,254,AD,0.73,#FEBAAD,null,FE,Melon,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),186,1,173,BA,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.68
7AqlbL3TE5,199,85,0.08,#C71585,null,C7,Medium violet-red,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),21,0.78,133,15,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.52
s06EwIwKee,211,37,0.69,#D3AF37,null,D3,Metallic gold,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),175,0.83,55,AF,Fri Dec 13 2019 17:44:25 GMT-0600 (Central Standard Time),0.22
